# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
9783.0 1680 30.062 57.628 -0.717 30.111 1.654 0.5369 0.9408 1664 454.3 1059 0.7637 0.02899 0.3964 66.01
9793.0 1680 30.301 57.364 -0.703 30.091 1.655 0.5358 0.9402 1650 454 1052 0.7657 0.01547 0.3906 66.01
9803.0 1680 30.505 57.097 -0.690 30.081 1.656 0.5347 0.9395 1636 454 1045 0.7662 0.002347 0.3843 66.01
9813.0 1680 30.678 56.830 -0.677 30.079 1.657 0.5337 0.9389 1622 454.3 1038 0.7652 -0.01039 0.3774 66.01
9823.0 1680 30.823 56.562 -0.664 30.085 1.658 0.5328 0.9384 1607 454.8 1031 0.7626 -0.02278 0.3699 66.01
9833.0 1680 30.943 56.293 -0.651 30.100 1.659 0.5319 0.9378 1593 455.4 1024 0.7584 -0.03483 0.3618 66.01
9843.0 1680 31.043 56.025 -0.638 30.122 1.66 0.531 0.9373 1579 456.4 1018 0.7527 -0.04656 0.3531 66.01
9853.0 1680 31.124 55.759 -0.625 30.151 1.661 0.5302 0.9368 1565 457.5 1011 0.7456 -0.05799 0.3438 66.01
9863.0 1680 31.189 55.494 -0.613 30.188 1.661 0.5295 0.9363 1551 458.9 1005 0.737 -0.06914 0.3339 66.01
9873.0 1680 31.242 55.231 -0.601 30.233 1.662 0.5287 0.9359 1537 460.4 998.5 0.7272 -0.08001 0.3236 66.01
9883.0 1680 31.286 54.970 -0.588 30.284 1.663 0.528 0.9354 1523 462.2 992.6 0.7161 -0.09064 0.3128 66.01
9893.0 1680 31.322 54.713 -0.576 30.341 1.663 0.5274 0.935 1509 464.2 986.8 0.704 -0.101 0.3015 66.01
9903.0 1680 31.353 54.460 -0.564 30.406 1.663 0.5267 0.9345 1496 466.4 981.3 0.6908 -0.1112 0.2898 66.01
9913.0 1680 31.382 54.211 -0.552 30.476 1.664 0.5261 0.9341 1483 468.8 976 0.6766 -0.1212 0.2777 66.01
9923.0 1680 31.411 53.966 -0.540 30.553 1.664 0.5256 0.9337 1470 471.3 970.9 0.6615 -0.131 0.2652 66.01
9933.0 1680 31.442 53.727 -0.529 30.636 1.664 0.5251 0.9333 1458 474.1 966.1 0.6457 -0.1408 0.2525 66.01
9943.0 1680 31.478 53.493 -0.517 30.725 1.664 0.5246 0.9329 1446 477.1 961.5 0.6291 -0.1504 0.2394 66.01
9953.0 1680 31.521 53.264 -0.505 30.819 1.664 0.5241 0.9325 1434 480.2 957.3 0.6119 -0.1599 0.226 66.01
9963.0 1680 31.573 53.041 -0.494 30.920 1.664 0.5237 0.932 1423 483.5 953.2 0.5942 -0.1693 0.2124 66.01
9973.0 1680 31.637 52.825 -0.482 31.025 1.664 0.5232 0.9316 1412 487.1 949.5 0.5759 -0.1787 0.1986 66.01
9983.0 1680 31.714 52.615 -0.471 31.137 1.664 0.5228 0.9312 1401 490.8 946.1 0.5573 -0.188 0.1846 66.01
9993.0 1680 31.807 52.412 -0.459 31.253 1.663 0.5225 0.9307 1391 494.7 943 0.5381 -0.1974 0.1704 66.01
10003.0 1680 31.918 52.216 -0.448 31.375 1.663 0.5221 0.9302 1382 498.8 940.2 0.5185 -0.2067 0.1559 66.01
10013.0 1680 32.049 52.027 -0.436 31.503 1.662 0.5218 0.9298 1372 503.1 937.7 0.4986 -0.216 0.1413 66.01
10023.0 1680 32.203 51.845 -0.425 31.635 1.661 0.5215 0.9293 1363 507.6 935.5 0.4786 -0.2254 0.1266 66.01
10033.0 1680 32.381 51.671 -0.414 31.773 1.661 0.5212 0.9288 1355 512.3 933.5 0.4582 -0.2348 0.1117 66.01
10043.0 1680 32.588 51.504 -0.402 31.915 1.66 0.5209 0.9283 1347 517.1 931.9 0.4376 -0.2443 0.09664 66.01
10053.0 1680 32.824 51.345 -0.391 32.063 1.659 0.5206 0.9279 1339 522.1 930.6 0.417 -0.254 0.08148 66.01
10063.0 1680 33.093 51.194 -0.380 32.216 1.658 0.5204 0.9274 1332 527.4 929.5 0.3963 -0.2638 0.06623 66.01
10073.0 1622 27.992 42.667 0.061 31.238 1.295 0.495 0.8003 1072 574.4 823 0.4897 -0.298 0.09583 65.97
10083.0 1622 28.333 42.484 0.073 31.394 1.296 0.4949 0.8002 1062 580.1 821.2 0.4652 -0.3092 0.07796 65.97
10093.0 1622 28.716 42.310 0.084 31.556 1.296 0.4948 0.8001 1054 586.1 819.9 0.4405 -0.3207 0.05992 65.97
10103.0 1622 29.145 42.146 0.095 31.723 1.296 0.4947 0.8 1045 592.3 818.8 0.4156 -0.3323 0.04166 65.97
10113.0 1622 29.624 41.991 0.106 31.895 1.296 0.4946 0.7999 1038 598.6 818.1 0.3906 -0.3443 0.02318 65.97
10123.0 1622 30.155 41.846 0.118 32.073 1.296 0.4945 0.7998 1030 605.2 817.6 0.3656 -0.3566 0.004455 65.97
10133.0 1622 30.744 41.710 0.129 32.256 1.296 0.4945 0.7998 1023 611.9 817.5 0.3403 -0.3694 -0.01452 65.97
10143.0 1644 29.878 43.325 0.358 33.862 1.537 0.5158 0.8885 991.9 605.9 798.9 0.04303 -0.3832 -0.1701 65.91
10153.0 1822 22.909 47.330 0.597 36.616 2.17 0.573 1.114 941.5 563.5 752.5 -0.6908 -0.4372 -0.564 65.85
10163.0 1622 30.817 40.645 0.163 32.982 1.113 0.498 0.7437 1027 676.3 851.6 0.3594 -0.4456 -0.04306 65.97
10173.0 1622 29.761 41.138 0.170 33.181 1.133 0.5 0.7519 1041 677.5 859.5 0.4057 -0.4527 -0.0235 65.97
10183.0 1622 28.317 41.523 0.175 33.395 1.153 0.5016 0.7596 1051 680.1 865.7 0.4443 -0.4624 -0.00909 65.97
10193.0 1622 26.583 41.595 0.182 33.614 1.162 0.5027 0.7636 1051 686.5 868.8 0.4544 -0.4763 -0.01097 65.97
10203.0 1622 24.849 41.516 0.193 33.842 1.169 0.5036 0.7662 1045 694.5 869.8 0.4512 -0.4922 -0.02053 65.97
10213.0 1622 23.176 41.355 0.203 34.075 1.173 0.5044 0.7685 1036 703.1 869.4 0.44 -0.5095 -0.03473 65.97
10223.0 1619 21.880 40.730 -0.025 33.893 1.154 0.4994 0.7587 1019 705.9 862.6 0.4608 -0.5258 -0.03246 65.99
10233.0 1617 20.560 40.389 0.141 33.864 1.153 0.4965 0.756 1007 708.3 857.9 0.4586 -0.5394 -0.04039 65.99
10243.0 1613 19.449 39.995 0.149 33.575 1.15 0.4891 0.7495 998.1 703.4 850.7 0.4585 -0.547 -0.04424 65.98
10253.0 1606 18.555 39.599 -0.096 32.878 1.144 0.4755 0.7371 996 686.6 841.3 0.4685 -0.5387 -0.03512 65.96
10263.0 1598 17.695 39.386 -0.083 32.053 1.137 0.4613 0.7239 1004 665.2 834.9 0.4904 -0.5294 -0.0195 65.94
10273.0 1591 16.888 39.214 0.184 31.322 1.132 0.4485 0.7119 1013 646.6 830 0.5053 -0.5241 -0.009413 65.91
10283.0 1588 16.177 39.005 0.126 31.235 1.133 0.4439 0.7086 1008 646.6 827.5 0.5055 -0.5325 -0.01349 65.9
10293.0 1585 15.519 38.805 -0.116 30.975 1.134 0.436 0.7026 1007 641.9 824.6 0.5023 -0.5417 -0.01971 65.9
10303.0 1582 15.102 38.608 -0.179 30.886 1.136 0.43 0.6982 1004 642.5 823.2 0.496 -0.5455 -0.02476 65.89
10313.0 1581 14.790 38.426 -0.102 31.030 1.138 0.4276 0.6968 997 650.1 823.6 0.4853 -0.559 -0.03685 65.88
10323.0 1579 14.690 38.214 -0.095 31.061 1.138 0.4232 0.6932 991.4 655 823.2 0.4692 -0.5665 -0.04866 65.88
10333.0 1577 14.689 38.068 -0.228 31.096 1.137 0.4188 0.6894 989.2 660.1 824.6 0.4548 -0.573 -0.0591 65.87
10343.0 1575 14.907 37.888 -0.364 31.129 1.137 0.4145 0.686 984.5 664.5 824.5 0.4345 -0.5784 -0.07197 65.87
10353.0 1573 15.261 37.747 -0.361 31.168 1.139 0.4109 0.6836 979.8 668 823.9 0.4147 -0.5847 -0.08504 65.86
10363.0 1572 15.775 37.604 -0.428 31.322 1.141 0.4086 0.6821 973.6 675.5 824.6 0.3922 -0.594 -0.1009 65.86
10373.0 1569 16.466 37.406 -0.356 31.249 1.14 0.4029 0.6769 969.5 676.6 823 0.3662 -0.5923 -0.1131 65.85
10383.0 1567 17.451 37.126 -0.353 31.290 1.136 0.3996 0.6733 958.9 681.1 820 0.3402 -0.5989 -0.1294 65.86
10393.0 1564 18.566 36.992 -0.563 31.213 1.137 0.3948 0.6694 955.6 680.3 817.9 0.3127 -0.5979 -0.1426 65.85
10403.0 1564 19.789 36.869 -0.562 31.484 1.137 0.3944 0.6691 947.6 691 819.3 0.2846 -0.6104 -0.1629 65.85
10413.0 1564 21.197 36.753 -0.561 31.759 1.137 0.3941 0.6687 939.7 701.7 820.7 0.2557 -0.6227 -0.1835 65.85
10423.0 1564 22.792 36.646 -0.560 32.037 1.137 0.3938 0.6684 932 712.3 822.2 0.2262 -0.6348 -0.2043 65.85
10433.0 1562 24.641 36.521 -0.559 32.097 1.133 0.3904 0.6644 928.2 717 822.6 0.1902 -0.6374 -0.2236 65.84
10443.0 1561 26.644 36.426 -0.630 32.267 1.131 0.3884 0.6621 923.1 724.3 823.7 0.1574 -0.6439 -0.2432 65.84
10453.0 1558 28.893 36.332 -0.702 32.215 1.126 0.3832 0.6561 923.1 725.7 824.4 0.1188 -0.6405 -0.2608 65.83
10463.0 1558 31.254 36.267 -0.703 32.498 1.125 0.383 0.6557 916.2 735.7 826 0.08759 -0.6519 -0.2822 65.83
10473.0 1557 33.816 36.222 -0.775 32.674 1.125 0.3816 0.6544 911.4 741.6 826.5 0.05599 -0.6587 -0.3013 65.82
10483.0 1551 36.677 36.118 -0.494 32.308 1.123 0.3735 0.6469 911.8 729.6 820.7 0.02322 -0.6432 -0.31 65.81
10493.0 1551 39.645 36.082 -0.493 32.592 1.123 0.3733 0.6465 905.5 738.8 822.1 -0.009864 -0.6544 -0.3322 65.81
10503.0 1552 42.621 36.322 -0.293 32.727 1.223 0.3711 0.6724 876.4 711.5 793.9 -0.1301 -0.6303 -0.3802 65.78
10513.0 1561 45.493 36.814 -0.346 33.016 1.472 0.3698 0.7369 815.6 656 735.8 -0.3539 -0.5831 -0.4685 65.73
10523.0 1584 47.857 37.763 -0.463 33.069 1.996 0.3644 0.852 736.3 564.6 650.4 -0.7694 -0.5047 -0.6371 65.63
10533.0 1647 48.955 39.536 -0.280 33.717 2.839 0.3647 1.017 669.9 487.2 578.6 -1.454 -0.4466 -0.9501 65.43
10543.0 1541 41.207 27.309 -0.197 32.882 0.8626 0.3615 0.5575 586.8 850.7 718.8 0.2369 -0.7583 -0.2607 65.8
10553.0 1540 40.378 27.981 -0.268 32.882 0.8937 0.3608 0.5669 606.9 838.1 722.5 0.3242 -0.744 -0.2099 65.8
10563.0 1539 39.397 28.817 -0.197 32.907 0.9296 0.3598 0.5774 633.2 825.7 729.4 0.4329 -0.7277 -0.1474 65.8
10573.0 1538 38.202 29.698 -0.269 32.971 0.9626 0.3592 0.587 663.1 817.3 740.2 0.5517 -0.7176 -0.08295 65.81
10583.0 1536 36.581 30.718 -0.272 32.964 0.9991 0.3574 0.5966 700.3 806.4 753.4 0.6923 -0.7031 -0.005428 65.8
10593.0 1535 34.440 31.631 -0.349 33.083 1.029 0.3565 0.6047 735.6 804.7 770.2 0.82 -0.6957 0.06217 65.8
10603.0 1535 31.818 32.187 -0.353 33.322 1.046 0.3567 0.6098 759.1 813.6 786.3 0.9026 -0.6983 0.1022 65.8
10613.0 1533 29.010 32.391 -0.355 33.354 1.059 0.3547 0.6118 770.3 816.8 793.6 0.942 -0.6958 0.1231 65.79
10623.0 1531 26.280 32.414 -0.210 33.394 1.07 0.3526 0.6133 773.4 820.9 797.2 0.9539 -0.6931 0.1304 65.79
10633.0 1531 23.611 32.288 -0.206 33.661 1.079 0.3525 0.6157 768.3 835.1 801.7 0.9407 -0.7003 0.1202 65.79
10643.0 1527 21.189 32.081 -0.204 33.505 1.082 0.3477 0.6123 766.3 835.8 801.1 0.9166 -0.6913 0.1126 65.79
10653.0 1525 18.820 31.807 -0.201 33.558 1.084 0.3451 0.6107 758.5 844.3 801.4 0.888 -0.6914 0.0983 65.79
10663.0 1525 16.649 31.511 -0.197 33.826 1.086 0.3449 0.6111 746.9 860.7 803.8 0.8471 -0.7016 0.07276 65.79
10673.0 1522 14.721 31.170 -0.265 33.772 1.087 0.3412 0.6079 737.3 865.5 801.4 0.803 -0.7009 0.05107 65.78
10683.0 1520 12.954 30.838 -0.261 33.827 1.087 0.3387 0.6057 726.7 874.3 800.5 0.7535 -0.7047 0.02438 65.78
10693.0 1519 11.365 30.518 -0.330 33.986 1.087 0.3373 0.6043 715.3 887.1 801.2 0.7039 -0.7133 -0.004711 65.78
10703.0 1518 9.945 30.234 -0.254 34.149 1.087 0.3359 0.6032 705.2 899.6 802.4 0.6572 -0.7222 -0.0325 65.78
10713.0 1517 8.716 29.962 -0.323 34.312 1.088 0.3344 0.602 695.4 912 803.7 0.6108 -0.7323 -0.06075 65.77
10723.0 1517 7.650 29.706 -0.319 34.583 1.088 0.3337 0.6015 685.4 929 807.2 0.5636 -0.747 -0.0917 65.77
10733.0 1514 6.788 29.411 -0.390 34.542 1.085 0.3298 0.5973 677.7 934.8 806.3 0.5209 -0.752 -0.1156 65.77
10743.0 1514 6.077 29.189 -0.388 34.817 1.086 0.329 0.5968 668.9 951.7 810.3 0.4749 -0.7691 -0.1471 65.77
10753.0 1513 5.552 28.990 -0.312 34.992 1.086 0.3271 0.5952 662.1 964.7 813.4 0.4296 -0.783 -0.1767 65.77
10763.0 1511 5.216 28.803 -0.309 35.067 1.088 0.3243 0.5931 656.2 972.7 814.5 0.3846 -0.7946 -0.205 65.77
10773.0 1508 5.036 28.651 -0.381 35.041 1.089 0.3209 0.5902 652.7 976.3 814.5 0.3439 -0.8044 -0.2302 65.76
10783.0 1507 4.985 28.496 -0.305 35.226 1.088 0.3192 0.5884 647.6 989.7 818.7 0.3069 -0.8248 -0.259 65.76
10793.0 1506 5.133 28.350 -0.229 35.418 1.09 0.3178 0.5878 641.5 1001 821.3 0.2672 -0.8481 -0.2904 65.76
10803.0 1502 5.476 28.233 -0.226 35.308 1.093 0.3141 0.585 638.9 999.2 819 0.2271 -0.8627 -0.3178 65.75
10813.0 1500 5.928 28.133 -0.075 35.409 1.095 0.3119 0.5836 635.4 1007 821 0.1873 -0.8839 -0.3483 65.74
10823.0 1500 6.501 28.037 -0.070 35.722 1.095 0.3115 0.5833 630.9 1024 827.5 0.1471 -0.9158 -0.3843 65.74
10833.0 1500 7.210 27.958 -0.065 36.043 1.094 0.3112 0.5827 627.4 1043 835.1 0.1066 -0.9483 -0.4209 65.74
10843.0 1500 8.048 27.897 -0.060 36.373 1.092 0.3109 0.5819 624.9 1062 843.6 0.0652 -0.981 -0.4579 65.74
10853.0 1500 9.009 27.853 -0.055 36.710 1.09 0.3105 0.581 623.1 1082 852.8 0.02296 -1.013 -0.4951 65.74
10863.0 1500 10.085 27.828 -0.050 37.055 1.087 0.3103 0.5801 622.3 1103 862.8 -0.02028 -1.045 -0.5324 65.74
10873.0 1500 11.270 27.823 -0.045 37.407 1.085 0.31 0.5792 622.3 1125 873.5 -0.06412 -1.075 -0.5697 65.74
10883.0 1500 12.557 27.839 -0.040 37.766 1.082 0.3098 0.5783 623.1 1147 885 -0.1087 -1.105 -0.6069 65.74
10893.0 1500 13.942 27.875 -0.035 38.131 1.079 0.3097 0.5775 624.8 1169 897 -0.1543 -1.134 -0.6442 65.74
10903.0 1500 15.417 27.933 -0.030 38.501 1.077 0.3096 0.5768 627.4 1192 909.7 -0.2007 -1.162 -0.6815 65.74
10913.0 1502 16.909 28.060 0.032 38.882 1.083 0.3095 0.5782 630.8 1211 920.9 -0.2624 -1.186 -0.7242 65.74
10923.0 1500 16.861 27.362 -0.020 39.208 1.138 0.3102 0.5934 587.6 1206 897 -0.2266 -1.177 -0.7018 65.74
10933.0 1500 16.026 27.734 -0.018 39.482 1.15 0.3107 0.5971 600.3 1217 908.4 -0.23 -1.187 -0.7087 65.74
10943.0 1500 15.043 27.991 -0.018 39.814 1.156 0.311 0.5989 610 1234 922.1 -0.2583 -1.204 -0.7312 65.74
10953.0 1500 14.053 28.144 -0.016 40.186 1.157 0.3111 0.5992 616.8 1257 937.1 -0.31 -1.226 -0.7678 65.74
10963.0 1500 13.111 28.283 -0.011 40.573 1.156 0.3112 0.599 623.5 1283 953.3 -0.3678 -1.248 -0.808 65.74
10973.0 1500 12.226 28.446 -0.006 40.964 1.154 0.3113 0.5988 631.2 1309 970.1 -0.4257 -1.27 -0.848 65.74
10983.0 1500 11.396 28.633 -0.002 41.357 1.153 0.3115 0.5986 640 1335 987.6 -0.4837 -1.292 -0.8877 65.74
10993.0 1500 10.617 28.845 0.003 41.753 1.152 0.3117 0.5985 649.9 1362 1006 -0.5416 -1.313 -0.9271 65.74
11003.0 1500 9.885 29.080 0.008 42.151 1.15 0.3119 0.5983 660.9 1388 1025 -0.5997 -1.333 -0.9664 65.74
11013.0 1500 9.198 29.338 0.013 42.551 1.15 0.3121 0.5983 672.9 1416 1044 -0.6577 -1.353 -1.005 65.74
11023.0 1500 8.553 29.619 0.018 42.954 1.149 0.3123 0.5983 686.1 1443 1064 -0.7158 -1.373 -1.044 65.74
11033.0 1500 7.947 29.923 0.023 43.358 1.148 0.3125 0.5983 700.4 1470 1085 -0.774 -1.392 -1.083 65.74
11043.0 1500 7.377 30.248 0.027 43.764 1.147 0.3127 0.5983 715.8 1498 1107 -0.8322 -1.412 -1.122 65.74
11053.0 1500 6.842 30.593 0.032 44.172 1.146 0.313 0.5983 732.4 1527 1130 -0.8904 -1.43 -1.16 65.74
11063.0 1500 6.339 30.959 0.037 44.581 1.145 0.3132 0.5983 750.1 1555 1153 -0.9485 -1.449 -1.199 65.74
11073.0 1500 5.866 31.344 0.042 44.992 1.145 0.3135 0.5983 768.9 1584 1177 -1.007 -1.467 -1.237 65.74
11083.0 1500 5.421 31.749 0.046 45.404 1.144 0.3137 0.5984 788.9 1613 1201 -1.065 -1.486 -1.275 65.74
11093.0 1500 5.004 32.171 0.051 45.817 1.143 0.3139 0.5984 810.1 1643 1227 -1.123 -1.504 -1.314 65.74
11103.0 1500 4.611 32.611 0.056 46.232 1.143 0.3141 0.5985 832.4 1673 1253 -1.182 -1.521 -1.352 65.74
11113.0 1500 4.242 33.069 0.060 46.648 1.142 0.3143 0.5986 855.9 1703 1279 -1.24 -1.539 -1.39 65.74
11123.0 1500 3.896 33.542 0.065 47.064 1.142 0.3145 0.5986 880.5 1734 1307 -1.299 -1.557 -1.428 65.74
11133.0 1495 3.355 33.603 -0.224 46.944 1.124 0.3114 0.5911 895 1747 1321 -1.342 -1.558 -1.45 65.73
11143.0 1495 3.049 34.102 -0.222 47.358 1.124 0.3116 0.5911 921.8 1778 1350 -1.401 -1.576 -1.488 65.73
11153.0 1493 2.863 34.527 -0.413 47.514 1.119 0.3102 0.5885 949 1797 1373 -1.449 -1.583 -1.516 65.72
11163.0 1493 2.596 35.050 -0.412 47.928 1.118 0.3104 0.5886 978 1829 1403 -1.508 -1.6 -1.554 65.72
11173.0 1492 2.397 35.543 -0.317 48.220 1.116 0.3097 0.5873 1008 1855 1431 -1.562 -1.613 -1.588 65.72
11183.0 1492 2.164 36.090 -0.316 48.635 1.116 0.3099 0.5874 1039 1887 1463 -1.62 -1.631 -1.625 65.72
11193.0 1492 1.946 36.650 -0.315 49.051 1.115 0.31 0.5874 1071 1919 1495 -1.678 -1.648 -1.663 65.72
11203.0 1492 1.741 37.221 -0.314 49.468 1.115 0.3101 0.5874 1105 1952 1528 -1.737 -1.665 -1.701 65.72
11213.0 1492 1.549 37.803 -0.313 49.886 1.115 0.3102 0.5875 1140 1985 1562 -1.795 -1.683 -1.739 65.72
11223.0 1490 1.258 38.283 -0.136 50.102 1.109 0.3089 0.5846 1175 2012 1593 -1.85 -1.696 -1.773 65.72
11233.0 1488 1.109 38.833 -0.126 50.265 1.107 0.3069 0.5823 1214 2033 1624 -1.907 -1.704 -1.806 65.72
11243.0 1488 0.952 39.440 -0.124 50.682 1.107 0.3069 0.5823 1252 2067 1660 -1.965 -1.722 -1.843 65.72
11253.0 1488 0.806 40.057 -0.122 51.099 1.106 0.307 0.5823 1291 2101 1696 -2.023 -1.74 -1.881 65.72
11263.0 1488 0.670 40.683 -0.120 51.518 1.106 0.3071 0.5823 1332 2136 1734 -2.08 -1.759 -1.919 65.72
11273.0 1488 0.543 41.316 -0.118 51.938 1.106 0.3072 0.5823 1374 2171 1772 -2.137 -1.778 -1.957 65.72
11283.0 1488 0.425 41.957 -0.116 52.358 1.106 0.3072 0.5824 1417 2206 1811 -2.194 -1.797 -1.996 65.72
11293.0 1488 0.316 42.606 -0.114 52.780 1.106 0.3073 0.5824 1461 2242 1851 -2.251 -1.817 -2.034 65.72
11303.0 1488 0.214 43.261 -0.111 53.204 1.106 0.3073 0.5824 1506 2278 1892 -2.307 -1.838 -2.072 65.72
11313.0 1488 0.121 43.922 -0.109 53.629 1.106 0.3073 0.5824 1553 2315 1934 -2.362 -1.859 -2.111 65.72
11323.0 1488 0.035 44.590 -0.107 54.056 1.106 0.3073 0.5824 1600 2352 1976 -2.417 -1.882 -2.15 65.72
11333.0 1488 -0.045 45.263 -0.105 54.484 1.106 0.3073 0.5824 1649 2389 2019 -2.471 -1.906 -2.188 65.72
11343.0 1488 -0.117 45.941 -0.103 54.915 1.106 0.3073 0.5824 1699 2427 2063 -2.524 -1.93 -2.227 65.72
11353.0 1488 -0.184 46.623 -0.101 55.348 1.106 0.3073 0.5824 1749 2465 2107 -2.576 -1.957 -2.266 65.72
11363.0 1488 -0.244 47.309 -0.100 55.783 1.106 0.3073 0.5824 1801 2504 2153 -2.626 -1.985 -2.305 65.72
11373.0 1488 -0.299 47.999 -0.098 56.222 1.106 0.3074 0.5825 1854 2543 2199 -2.674 -2.015 -2.345 65.72
11383.0 1488 -0.348 48.691 -0.096 56.664 1.106 0.3074 0.5826 1907 2583 2245 -2.72 -2.047 -2.384 65.72
11393.0 1488 -0.392 49.385 -0.094 57.110 1.106 0.3076 0.5829 1961 2623 2292 -2.763 -2.082 -2.423 65.72
11403.0 1488 -0.431 50.080 -0.093 57.561 1.107 0.3078 0.5832 2016 2663 2339 -2.803 -2.12 -2.461 65.72
11413.0 1488 -0.465 50.776 -0.091 58.017 1.107 0.3083 0.5838 2070 2702 2386 -2.838 -2.16 -2.499 65.72
11423.0 1488 -0.495 51.471 -0.090 58.478 1.108 0.309 0.5847 2124 2741 2433 -2.868 -2.205 -2.536 65.72
11433.0 1488 -0.520 52.165 -0.088 58.947 1.109 0.3101 0.586 2177 2780 2478 -2.891 -2.252 -2.572 65.72
11443.0 1488 -0.542 52.857 -0.087 59.424 1.11 0.3116 0.5877 2228 2816 2522 -2.907 -2.304 -2.606 65.72
11453.0 1488 -0.559 53.544 -0.086 59.909 1.111 0.3138 0.59 2278 2851 2564 -2.914 -2.361 -2.637 65.72
11463.0 1488 -0.573 54.227 -0.085 60.406 1.113 0.3167 0.5931 2324 2883 2604 -2.91 -2.422 -2.666 65.72
11473.0 1398 -2.280 48.026 -1.362 54.173 0.9544 0.264 0.5016 2157 2744 2450 -2.487 -2.411 -2.449 65.7
11483.0 1395 -2.422 48.508 -1.340 54.244 0.9499 0.2611 0.4976 2218 2774 2496 -2.481 -2.498 -2.49 65.71
11493.0 1390 -2.280 48.778 -1.376 54.526 0.945 0.2605 0.4957 2251 2813 2532 -2.444 -2.592 -2.518 65.69
11503.0 1384 -1.966 48.487 -1.646 54.895 0.9282 0.2606 0.4914 2244 2876 2560 -2.323 -2.721 -2.522 65.68
11513.0 1381 -1.852 48.730 -1.510 55.378 0.9245 0.261 0.4907 2269 2930 2600 -2.26 -2.853 -2.556 65.67
11523.0 1378 -2.015 48.914 -1.456 55.688 0.9162 0.2603 0.4879 2300 2981 2640 -2.179 -2.995 -2.587 65.69
11533.0 1373 -2.072 48.794 -1.744 55.900 0.9056 0.2573 0.4823 2315 3038 2677 -2.082 -3.156 -2.619 65.68
11543.0 1369 -2.078 49.044 -1.511 56.375 0.9015 0.2561 0.4799 2350 3105 2728 -1.997 -3.334 -2.666 65.67
11553.0 1364 -2.134 49.453 -1.871 56.118 0.8996 0.2521 0.4756 2411 3104 2757 -1.938 -3.449 -2.694 65.66
11563.0 1360 -2.024 49.563 -1.570 56.454 0.8954 0.2513 0.4738 2430 3153 2792 -1.833 -3.624 -2.729 65.66
11573.0 1358 -1.917 49.887 -1.787 56.870 0.8949 0.2515 0.4738 2462 3199 2831 -1.738 -3.802 -2.77 65.65
11583.0 1354 -1.869 50.261 -1.584 56.848 0.8955 0.2504 0.4728 2503 3203 2853 -1.647 -3.929 -2.788 65.65
11593.0 1350 -1.758 50.289 -1.832 57.120 0.8898 0.2496 0.4706 2517 3248 2883 -1.521 -4.108 -2.815 65.64
11603.0 1345 -1.743 50.550 -1.941 57.219 0.8896 0.2497 0.4707 2543 3258 2901 -1.406 -4.241 -2.824 65.63
11613.0 1341 -1.793 50.707 -2.250 57.577 0.8873 0.2508 0.4711 2556 3296 2926 -1.28 -4.41 -2.845 65.63
11623.0 1336 -1.815 50.868 -1.890 57.742 0.8814 0.2513 0.4698 2579 3323 2951 -1.166 -4.557 -2.861 65.62
11633.0 1329 -1.717 50.923 -2.507 57.787 0.8782 0.251 0.4688 2589 3334 2962 -1.044 -4.673 -2.859 65.6
11643.0 1327 -1.828 50.998 -2.496 58.528 0.8764 0.2543 0.4714 2582 3401 2992 -0.9203 -4.869 -2.895 65.61
11653.0 1319 -1.864 51.104 -2.742 58.276 0.8752 0.2513 0.4684 2609 3393 3001 -0.8131 -4.939 -2.876 65.6
11663.0 1311 -1.790 51.319 -3.230 57.753 0.8686 0.2468 0.4626 2664 3373 3019 -0.7152 -4.978 -2.847 65.59
11673.0 1305 -1.846 51.229 -3.321 58.051 0.8612 0.2478 0.4615 2661 3416 3038 -0.5978 -5.112 -2.855 65.6
11683.0 1300 -1.819 51.260 -3.301 58.377 0.8608 0.2429 0.4569 2690 3489 3090 -0.5044 -5.27 -2.887 65.58
11693.0 1294 -1.516 51.111 -2.931 58.566 0.8584 0.2407 0.4542 2689 3531 3110 -0.4141 -5.379 -2.896 65.56
11703.0 1288 -1.134 50.906 -2.996 58.786 0.8541 0.236 0.4486 2700 3601 3151 -0.3302 -5.516 -2.923 65.55
11713.0 1282 -0.941 50.919 -3.292 58.919 0.8497 0.2306 0.4422 2741 3670 3205 -0.2493 -5.635 -2.942 65.56
11723.0 1280 -0.884 50.908 -3.343 59.741 0.8491 0.2302 0.4416 2743 3777 3260 -0.1898 -5.813 -3.001 65.55
11733.0 1274 -0.686 50.878 -3.417 60.020 0.8456 0.2269 0.4376 2764 3847 3306 -0.1258 -5.919 -3.022 65.54
11743.0 1274 -0.621 50.901 -3.468 60.943 0.8455 0.2263 0.4369 2771 3972 3371 -0.08166 -6.099 -3.09 65.54
11753.0 1274 -0.555 50.918 -3.520 61.879 0.8454 0.2256 0.4362 2777 4101 3439 -0.04572 -6.272 -3.159 65.54
11763.0 1274 -0.487 50.929 -3.573 62.824 0.8454 0.2249 0.4356 2782 4233 3508 -0.01752 -6.438 -3.228 65.54
11773.0 1274 -0.419 50.935 -3.626 63.777 0.8454 0.2243 0.435 2786 4368 3577 0.003409 -6.595 -3.296 65.54
